ENTITY_BKEY,ENTITY_NAME,ENTITY_COUNTRY,LEGAL_FORM,ENTITY_STATUS,REGISTRATION_AUTHORITY,ENTITY_CURRENCY,TRN,TIN,TAX_RESIDENCE,TIN_REGISTRATION_DATE,TIN_2,TAX_RESIDENCE_2,TIN_REGISTRATION_DATE_2,TIN_3,TAX_RESIDENCE_3,TIN_REGISTRATION_DATE_3,SERVICE_OFFICE,SCOPE_ADMIN_SERVICES,FORMATION_DATE,VAT_GST_CODE,VAT_GST_COUNTRY,VAT_GST_CODE_2,VAT_GST_COUNTRY_2,VAT_GST_CODE_3,VAT_GST_COUNTRY_3,ACCOUNTING_SYSTEM,_MODIFIED
11812410,Crown B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,80148514,861568175,NL,21/08/2020,,,,,,,VISTRA,Fund Administration,21/08/2020,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034009,"Austin Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,108267,,,,,,,,,,VISTRA,Fund Administration,02/09/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034015,Kunzite Holding Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,365787,,,,,,,,,,VISTRA,Fund Administration,03/09/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034017,Pachytene Holding Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,365792,,,,,,,,,,VISTRA,Fund Administration,03/09/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034016,Kunzite Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,365799,,,,,,,,,,VISTRA,Fund Administration,03/09/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034018,Pachytene Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,365802,,,,,,,,,,VISTRA,Fund Administration,03/09/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034014,"Austin Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,108540,,,,,,,,,,VISTRA,Fund Administration,23/09/2020,,,,,,,,2025-05-06 00:13:51.000 Z
10034013,Austin GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,366361,,,,,,,,,,VISTRA,Fund Administration,23/09/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034045,Nullarbor Holdings Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,367499,,,,,,,,,,VISTRA,Fund Administration,22/10/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034044,Trim Holdings Investment Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,367451,,,,,,,,,,VISTRA,Fund Administration,28/10/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034182,HT Global GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,368481,,,,,,,,,,VISTRA,Fund Administration,25/11/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034178,BPEA Tejas GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,369241,,,,,,,,,,VISTRA,Fund Administration,09/12/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034188,"Austin Feeder, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,109733,,,,,,,,,,VISTRA,Fund Administration,14/12/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034180,"BPEA Tejas Real Estate Partnership, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,109923,,,,,,,,,,VISTRA,Fund Administration,22/12/2020,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034184,Austin Management Services Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,371149,,,,,,,,,,VISTRA,Fund Administration,04/02/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034961,"BPEA Private Equity Fund VIII (Shariah), L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,116734,,,,,,,,,,VISTRA,Fund Administration,07/02/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034189,"Austin Co-Investment, L.P.2",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,110583,,,,,,,,,,VISTRA,Fund Administration,10/02/2021,,,,,,,,2025-05-06 00:13:51.000 Z
10034214,ZOIC BIDCO LIMITED,KY,Exempted Company,Active,Cayman Islands General Registry,USD,372104,,,,,,,,,,VISTRA,Fund Administration,25/02/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034215,ZOIC TOPCO LIMITED,KY,Exempted Company,Active,Cayman Islands General Registry,USD,372106,,,,,,,,,,VISTRA,Fund Administration,25/02/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034221,BPEA Private Equity GP VIII Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,373499,,,,,,,,,,VISTRA,Fund Administration,17/03/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034222,"BPEA Private Equity GP VIII, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,111292,,,,,,,,,,VISTRA,Fund Administration,29/03/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034223,"BPEA Private Equity Fund VIII, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,111454,,,,,,,,,,VISTRA,Fund Administration,30/03/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034220,"BPEA Tejas Private Equity Partnership, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,111549,,,,,,,,,,VISTRA,Fund Administration,13/04/2021,,,,,,,,2025-05-06 00:13:51.000 Z
11876536,"BPEA Private Equity Fund VIII, SCSp",LU,Société en commandite spéciale,Active,"Trade and Company Register (Registre de Commerce et des Sociétés, Luxembourg)",USD,B254550,20215805787,LU,20/04/2021,,,,,,,VISTRA,Fund Administration,20/04/2021,LU33953601,LU,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034442,Rhapso Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,375211,,,,,,,,,,VISTRA,Fund Administration,27/04/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034431,Rhapso Holding Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,375257,,,,,,,,,,VISTRA,Fund Administration,27/04/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034246,HOSTA HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202118225K,202118225K,SG,24/05/2021,,,,,,,VISTRA,Fund Administration,24/05/2021,202118225K,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034247,HOSTA INVESTMENT HOLDINGS PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202118235D,202118235D,SG,24/05/2021,,,,,,,VISTRA,Fund Administration,24/05/2021,202118235D,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034280,HOSTA PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202121020K,202121020K,SG,15/06/2021,,,,,,,VISTRA,Fund Administration,15/06/2021,202121020K,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812772,Sundri Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,83164499,862755116,NL,17/06/2021,,,,,,,VISTRA,Fund Administration,17/06/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812774,Sundri B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,90540697,83173900,NL,17/06/2021,,,,,,,VISTRA,Fund Administration,17/06/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812865,Sagility Philippines B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,83195343,862764403,NL,24/06/2021,,,,,,,VISTRA,Fund Administration,24/06/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034447,Rockrose Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,378245,,,,,,,,,,VISTRA,Fund Administration,12/07/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034446,Rockrose Holding Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,378246,,,,,,,,,,VISTRA,Fund Administration,12/07/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812884,Leidger Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,83423923,862868737,NL,15/07/2021,,,,,,,VISTRA,Fund Administration,15/07/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812885,BPEA EQT Mid-Market Growth B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,83436022,862873691,NL,15/07/2021,,,,,,,VISTRA,Fund Administration,15/07/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034674,Aegeus Investment Holding Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,378676,,,,,,,,,,VISTRA,Fund Administration,21/07/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034694,BPEA Fund VIII Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,378800,,,,,,,,,,VISTRA,Fund Administration,26/07/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812907,BPEA VIII Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,83512810,862900153,NL,26/07/2021,,,,,,,VISTRA,Fund Administration,26/07/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034613,BPEA VIII PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202125962Z,202125962Z,SG,18/07/2022,,,,,,,VISTRA,Fund Administration,26/07/2021,202125962Z,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812896,Starnmeer Mezz Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,83563210,862917943,NL,29/07/2021,,,,,,,VISTRA,Fund Administration,29/07/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812897,Starnmeer Mezz B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,83570977,862920772,NL,29/07/2021,,,,,,,VISTRA,Fund Administration,29/07/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812898,Starnmeer Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,83579206,862923621,NL,29/07/2021,,,,,,,VISTRA,Fund Administration,29/07/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812899,Starnmeer B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),EUR,83580433,862924005,NL,29/07/2021,,,,,,,VISTRA,Fund Administration,29/07/2021,NL862924005B01,NL,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812895,Starnmeer Aggregator B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,83793194,83554254,NL,29/07/2021,,,,,,,VISTRA,Fund Administration,29/07/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
BPEAHO,BPEA Hong Kong Growth Fund GP Limited,HK,Limited Liability Company,Active,Companies Registry,USD,73256957,73256957,HK,09/08/2021,,,,,,,VISTRA,Co-Sec,09/08/2021,,,,,,,,2025-05-06 00:13:51.000 Z
10034696,ROCKROSE PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202127793M,202127793M,SG,10/08/2021,,,,,,,VISTRA,Fund Administration,10/08/2021,202127793M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10055159,Alps Borrower GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,393043,,,,,,,,,,VISTRA,Fund Administration,11/08/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11812939,Sagility Parent B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,83793194,862991389,NL,31/08/2021,,,,,,,VISTRA,Fund Administration,31/08/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11812940,Sagility Mezz B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,83815457,862998499,NL,01/09/2021,,,,,,,VISTRA,Fund Administration,01/09/2021,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034748,WEDELIA PARENT PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202133143N,202133143N,SG,22/09/2021,,,,,,,VISTRA,Fund Administration,22/09/2021,202133143N,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034750,WEDELIA PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202133144E,202133144E,SG,22/09/2021,,,,,,,VISTRA,Fund Administration,22/09/2021,202133144E,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034751,CAMPAN VIII PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202133145R,202133145R,SG,22/09/2021,,,,,,,VISTRA,Fund Administration,22/09/2021,202133145R,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034752,BPEA GP VIII PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202133146G,202133146G,SG,22/09/2021,,,,,,,VISTRA,Fund Administration,22/09/2021,202133146G,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034747,Gaura Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,381243,,,,,,,,,,VISTRA,Fund Administration,23/09/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034743,GAURA PARENT LIMITED,KY,Exempted Company,Active,Cayman Islands General Registry,USD,381259,,,,,,,,,,VISTRA,Fund Administration,23/09/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
BPEAH2,BPEA Hong Kong Growth Fund GP LPF,HK,Limited Partnership,Active,Companies Registry,USD,72663454,72663454,HK,27/09/2021,,,,,,,VISTRA,Co-Sec,27/09/2021,,,,,,,,2025-05-06 00:13:51.000 Z
10034766,Vistra Parent Limited,KY,Exempted Company,In liquidation,Cayman Islands General Registry,USD,381610,,,,,,,,,,VISTRA,Fund Administration,05/10/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034819,Starnmeer GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,381612,,,,,,,,,,VISTRA,Fund Administration,05/10/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034820,"Starnmeer Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,114614,,,,,,,,,,VISTRA,Fund Administration,08/10/2021,,,,,,,,2025-05-06 00:13:51.000 Z
10034755,UGUISU PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202135195M,202135195M,SG,08/10/2021,,,,,,,VISTRA,Fund Administration,08/10/2021,202135195M,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034795,Thevelia GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,382221,,,,,,,,,,VISTRA,Fund Administration,19/10/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034796,"Thevelia Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,114861,,,,,,,,,,VISTRA,Fund Administration,21/10/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
BPEAH1,BPEA Hong Kong Growth Fund LPF,HK,Limited Partnership,Active,Companies Registry,USD,72663640,72663640,HK,27/10/2021,,,,,,,VISTRA,Co-Sec,27/10/2021,,,,,,,,2025-05-06 00:13:51.000 Z
11933213,BPEA WH Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,382773,,,,,,,,,,VISTRA,Fund Administration,02/11/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10051803,"Horizon Co-Investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,115201,,,,,,,,,,VISTRA,Fund Administration,10/11/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10052183,"VBI Partnership, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,115623,,,,,,,,,,VISTRA,Fund Administration,29/11/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034878,STARNMEER POOLING PTE. LIMITED,SG,Private Limited Company,Active,Accounting and Corporate Regulatory Authority (‘ACRA’),USD,202143245H,202143245H,SG,14/12/2021,,,,,,,VISTRA,Fund Administration,14/12/2021,202143245H,SG,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034893,EUROKY PARENT LIMITED,KY,Exempted Company,Active,Cayman Islands General Registry,USD,384869,,,,,,,,,,VISTRA,Fund Administration,16/12/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034894,Euroky Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,384878,,,,,,,,,,VISTRA,Fund Administration,16/12/2021,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034949,Rockrose GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,385341,,,,,,,,,,VISTRA,Fund Administration,04/01/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034981,"Rockrose Co-investment, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,116225,,,,,,,,,,VISTRA,Fund Administration,10/01/2022,,,,,,,,2025-05-06 00:13:51.000 Z
11813112,Dunlipharder Topco B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85576956,863671561,NL,22/02/2022,,,,,,,VISTRA,Fund Administration,22/01/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10035031,Austin Mezz GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,386330,,,,,,,,,,VISTRA,Fund Administration,27/01/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11813080,Dunlipharder Parent B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85341363,863591541,NL,31/01/2022,,,,,,,VISTRA,Fund Administration,31/01/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813083,Paling Parent B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85347914,863593823,NL,31/01/2022,,,,,,,VISTRA,Fund Administration,31/01/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813077,Rietvoorn Investment B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85348538,863593914,NL,31/01/2022,,,,,,,VISTRA,Fund Administration,31/01/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813078,Donaubrasem Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85380555 ,863603968,NL,01/02/2022,,,,,,,VISTRA,Fund Administration,01/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813084,Paling Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85373311,863601832,NL,02/02/2022,,,,,,,VISTRA,Fund Administration,02/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813094,Ulmo TopCo B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85378410 ,863603506,NL,02/02/2022,,,,,,,VISTRA,Fund Administration,02/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813081,Dunlipharder Holdings B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85378739 ,863603592,NL,02/02/2022,,,,,,,VISTRA,Fund Administration,02/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813085,Paling B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85388157,863606714,NL,03/02/2022,,,,,,,VISTRA,Fund Administration,03/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813079,Donaubrasem B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85402680 ,863611564,NL,03/02/2022,,,,,,,VISTRA,Fund Administration,03/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813082,Dunlipharder B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85405183,863612519,NL,03/02/2022,,,,,,,VISTRA,Fund Administration,03/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813093,Houting Parent B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85405302 ,863612556,NL,03/02/2022,,,,,,,VISTRA,Fund Administration,03/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813095,Ulmo MidCo B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85416967,863616100,NL,03/02/2022,,,,,,,VISTRA,Fund Administration,03/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034957,BPEA Private Equity Fund VIII Co-investment L.P.,KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,116900,,,,,,,,,,VISTRA,Fund Administration,17/02/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11813113,Dunlipharder Midco B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85590886,863676145,NL,22/02/2022,,,,,,,VISTRA,Fund Administration,22/02/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813120,Elft Parent B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85651400,863696260,NL,01/03/2022,,,,,,,VISTRA,Fund Administration,01/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813121,Elft TopCo B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85658529,863698189,NL,01/03/2022,,,,,,,VISTRA,Fund Administration,01/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813122,Elft MidCo B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85667404,863701012,NL,02/03/2022,,,,,,,VISTRA,Fund Administration,02/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813123,Elft Holding B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85677043 ,863704451,NL,03/03/2022,,,,,,,VISTRA,Fund Administration,03/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10035032,BPEA Fund VIII Investments Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,387856,,,,,,,,,,VISTRA,Fund Administration,04/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
11813124,Elft B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85689831,863708274,NL,04/03/2022,,,,,,,VISTRA,Fund Administration,04/03/2022,AAGCE9559B,IN,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813125,Paling Topco B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85692093 ,863708973,NL,04/03/2022,,,,,,,VISTRA,Fund Administration,04/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813126,Paling Investments B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85710172 ,863714699,NL,07/03/2022,,,,,,,VISTRA,Fund Administration,07/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813127,Bospolder Parent B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85724874 ,863719879,NL,08/03/2022,,,,,,,VISTRA,Fund Administration,08/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
11813128,Bospolder B.V.,NL,Besloten Vennootschap,Active,Dutch Chamber of Commerce (Kamer van Koophandel),USD,85733954,863722891,NL,09/03/2022,,,,,,,VISTRA,Fund Administration,09/03/2022,,,,,,,Millogic,2025-05-06 00:13:51.000 Z
10034999,"Shockley Aggregator, L.P.",KY,Exempted Limited Partnership,Active,Cayman Islands General Registry,USD,117454,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034998,Shockley GP Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388398,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10035005,Shockley Bidco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388402,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10035003,Shockley Holdings Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388403,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10035001,Shockley Management Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388405,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10035002,Shockley Midco Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388406,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10035000,Shockley Parent Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388408,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10035004,Shockley Finance Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388431,,,,,,,,,,VISTRA,Fund Administration,21/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
10034993,Galvo Holdings Limited,KY,Exempted Company,Active,Cayman Islands General Registry,USD,388515,,,,,,,,,,VISTRA,Fund Administration,23/03/2022,,,,,,,Investran / Fund NetSuite,2025-05-06 00:13:51.000 Z
